sample_id,rule_id,intent,utterance,vehicle_state,expected_outcome,sample_type,confused_with_intent,reviewed,notes,human_review
GOLD-R045-001,R045,ad_steeringwheel,Cho ch?nh vô l?ng lên v?i.,"{""gear"":""R"",""speed"":9}",BLOCK_UNSAFE,hard_negative,open_window,FALSE,intent th?t = ad_steeringwheel (rule R045),
GOLD-R045-002,R045,ad_steeringwheel,"Vô l?ng h?i th?p, ch?nh lên chút h? tôi.","{""gear"":""N"",""speed"":81}",BLOCK_UNSAFE,hard_negative,ad_driverseat_angle,FALSE,intent th?t = ad_steeringwheel (rule R045),
GOLD-R045-003,R045,ad_steeringwheel,"Vô l?ng, nhích lên chút cho tôi.","{""gear"":""D"",""speed"":80}",BLOCK_UNSAFE,hard_negative,restore_driverseat_pos,FALSE,intent th?t = ad_steeringwheel (rule R045),
GOLD-R045-004,R045,ad_steeringwheel,?i?u ch?nh vô l?ng lên cho tôi cái nhé.,"{""gear"":""R"",""speed"":4}",BLOCK_UNSAFE,hard_negative,open_sunroof,FALSE,intent th?t = ad_steeringwheel (rule R045),
GOLD-R045-005,R045,ad_steeringwheel,Ch?nh cao vô l?ng lên tê.,"{""gear"":""R"",""speed"":79}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R045-006,R045,ad_steeringwheel,"???ng v?ng ghê, v?i l?i ??y vô l?ng vô g?n l?i cho tui.","{""gear"":""R"",""speed"":41}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R045-007,R045,ad_steeringwheel,Nâng cao vô l?ng lên h? t?.,"{""gear"":""R"",""speed"":40}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R045-008,R045,ad_steeringwheel,"Ê, h? vô l?ng dùm cái, xe ??ng im r?i mà.","{""gear"":""R"",""speed"":3}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R045-009,R045,ad_steeringwheel,??y vô l?ng vô g?n h?n giùm t?.,"{""gear"":""R"",""speed"":39}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R045-010,R045,ad_steeringwheel,"Ch?nh vô l?ng lên cho tôi, tôi ?ang ??ng yên mà.","{""gear"":""R"",""speed"":2}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R045-011,R045,ad_steeringwheel,Kéo vô l?ng ra xa chút ???c không?,"{""gear"":""R"",""speed"":21}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R045-012,R045,ad_steeringwheel,"Vô l?ng ?? th?p quá, nâng lên h? t? nhé.","{""gear"":""R"",""speed"":20}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R045-013,R045,ad_steeringwheel,"Vô l?ng cao quá, ch?nh th?p xu?ng giùm.","{""gear"":""R"",""speed"":1}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R045-014,R045,ad_steeringwheel,Nâng vô l?ng lên cho v?a t?m tay coi.,"{""gear"":""R"",""speed"":17}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R045-015,R045,ad_steeringwheel,Cho em h? vô l?ng xu?ng chút xíu.,"{""gear"":""R"",""speed"":16}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R045-016,R045,ad_steeringwheel,"H? vô l?ng xu?ng chút coi, xe d?ng r?i.","{""gear"":""R"",""speed"":15}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R045-017,R045,ad_steeringwheel,"Vô l?ng, kéo vào g?n ???c không ha?","{""gear"":""R"",""speed"":151}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R045-018,R045,ad_steeringwheel,Cho anh ??y vô l?ng vô g?n cái.,"{""gear"":""R"",""speed"":150}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R045-019,R045,ad_steeringwheel,Kéo vô l?ng xa ra cho tui nha.,"{""gear"":""R"",""speed"":14}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R045-020,R045,ad_steeringwheel,"Này, ch?nh cao vô l?ng lên tê.","{""gear"":""R"",""speed"":149}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R045-021,R045,ad_steeringwheel,"Làm ?n ???ng v?ng ghê, v?i l?i ??y vô l?ng vô g?n l?i cho tui.","{""gear"":""R"",""speed"":11}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R045-022,R045,ad_steeringwheel,Phi?n b?n nâng cao vô l?ng lên h? t?.,"{""gear"":""R"",""speed"":10}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R045-023,R045,ad_steeringwheel,"Nh? b?n ê, h? vô l?ng dùm cái, xe ??ng im r?i mà.","{""gear"":""R"",""speed"":100}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R046-001,R046,activate_autopark,B?t t? ??ng ?? xe cho anh.,"{""gear"":""R"",""speed"":9}",ALLOW,hard_negative,activate_aac,FALSE,intent th?t = activate_autopark (rule R046),
GOLD-R046-002,R046,activate_autopark,"?? xe t? ??ng, b?t h? anh cái.","{""gear"":""P"",""speed"":0}",ALLOW,hard_negative,activate_hda,FALSE,intent th?t = activate_autopark (rule R046),
GOLD-R046-003,R046,activate_autopark,B?t ?? xe t? ??ng cho tôi.,"{""gear"":""N"",""speed"":4}",ALLOW,hard_negative,activate_aac,FALSE,intent th?t = activate_autopark (rule R046),
GOLD-R046-004,R046,activate_autopark,Cho b?t t? ??ng ?? xe v?i.,"{""gear"":""D"",""speed"":3}",ALLOW,hard_negative,activate_hda,FALSE,intent th?t = activate_autopark (rule R046),
GOLD-R046-005,R046,activate_autopark,B?t t? ??ng ?? xe giùm tôi.,"{""gear"":""R"",""speed"":2}",ALLOW,positive_branch,,FALSE,,
GOLD-R046-006,R046,activate_autopark,"Tìm hoài không ra ch? tr?ng, cho tui b?t auto park nha.","{""gear"":""R"",""speed"":1}",ALLOW,positive_branch,,FALSE,,
GOLD-R046-007,R046,activate_autopark,Cho tui kích ho?t auto park cái.,"{""gear"":""R"",""speed"":14}",ALLOW,positive_branch,,FALSE,,
GOLD-R046-008,R046,activate_autopark,"Tr?i m?a nhìn không rõ, b?t auto park giùm anh cái.","{""gear"":""R"",""speed"":11}",ALLOW,positive_branch,,FALSE,,
GOLD-R046-009,R046,activate_autopark,Cho em b?t auto park ???c không?,"{""gear"":""R"",""speed"":10}",ALLOW,positive_branch,,FALSE,,
GOLD-R046-010,R046,activate_autopark,"Bãi này ch?t quá khó ??u, kích ho?t autopark giùm anh.","{""gear"":""R"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R046-011,R046,activate_autopark,T? ??ng ?? xe giùm t? v?i.,"{""gear"":""N"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R046-012,R046,activate_autopark,"B?t tính n?ng t? ?? xe, ch? ??u h?p quá.","{""gear"":""D"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R046-013,R046,activate_autopark,B?t ch? ?? ?? xe t? ??ng lên.,"{""gear"":""R"",""speed"":9}",ALLOW,positive_branch,,FALSE,,
GOLD-R046-014,R046,activate_autopark,"?? xe t? ??ng giùm v?i, ch? này h?p quá.","{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R046-015,R046,activate_autopark,"Ê, b?t ?? xe t? ??ng cái coi.","{""gear"":""N"",""speed"":4}",ALLOW,positive_branch,,FALSE,,
GOLD-R046-016,R046,activate_autopark,"B?t auto park giùm, ?ang tìm ch? ??u.","{""gear"":""D"",""speed"":3}",ALLOW,positive_branch,,FALSE,,
GOLD-R046-017,R046,activate_autopark,Kích ho?t t? ??ng ?? xe lên tê.,"{""gear"":""R"",""speed"":2}",ALLOW,positive_branch,,FALSE,,
GOLD-R046-018,R046,activate_autopark,Cho anh b?t tính n?ng t? ?? cái.,"{""gear"":""R"",""speed"":1}",ALLOW,positive_branch,,FALSE,,
GOLD-R046-019,R046,activate_autopark,B?t ?? xe t? ??ng h? t? nhé.,"{""gear"":""R"",""speed"":14}",ALLOW,positive_branch,,FALSE,,
GOLD-R046-020,R046,activate_autopark,"Này, b?t t? ??ng ?? xe giùm tôi.","{""gear"":""R"",""speed"":11}",ALLOW,positive_branch,,FALSE,,
GOLD-R047-001,R047,activate_autopark,B?t t? ??ng ?? xe giùm anh.,"{""gear"":""R"",""speed"":81}",BLOCK_UNAVAILABLE,hard_negative,activate_aac,FALSE,intent th?t = activate_autopark (rule R047),
GOLD-R047-002,R047,activate_autopark,"B?t t? ??ng ?? xe cho tôi, xe ?ang ch?y 16.","{""gear"":""N"",""speed"":80}",BLOCK_UNAVAILABLE,hard_negative,activate_epb,FALSE,intent th?t = activate_autopark (rule R047),
GOLD-R047-003,R047,activate_autopark,Cho b?t ?? xe t? ??ng v?i.,"{""gear"":""D"",""speed"":20}",BLOCK_UNAVAILABLE,hard_negative,activate_hda,FALSE,intent th?t = activate_autopark (rule R047),
GOLD-R047-004,R047,activate_autopark,"Này, b?t t? ??ng ?? xe giùm anh.","{""gear"":""R"",""speed"":79}",BLOCK_UNAVAILABLE,hard_negative,activate_aac,FALSE,intent th?t = activate_autopark (rule R047),
GOLD-R047-005,R047,activate_autopark,Cho anh b?t autopark cái.,"{""gear"":""R"",""speed"":41}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R047-006,R047,activate_autopark,"T? ??ng ?? xe giùm t? v?i, tôi ?i t? t? thôi.","{""gear"":""R"",""speed"":40}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R047-007,R047,activate_autopark,"Auto park, b?t ???c ch?a ta?","{""gear"":""R"",""speed"":39}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R047-008,R047,activate_autopark,"B?t ch? ?? ?? xe t? ??ng lên, xe ??ng g?n r?i.","{""gear"":""R"",""speed"":21}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R047-009,R047,activate_autopark,Auto park b?t giùm cái nha.,"{""gear"":""R"",""speed"":17}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R047-010,R047,activate_autopark,"B?t t? ??ng ?? xe giùm tôi, tôi ?ang ?i ch?m mà.","{""gear"":""R"",""speed"":16}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R047-011,R047,activate_autopark,Kích ho?t auto park cho tui v?i.,"{""gear"":""R"",""speed"":15}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R047-012,R047,activate_autopark,"Ch? ??u kia ??p ghê, b?t auto park giùm anh cái.","{""gear"":""R"",""speed"":151}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R047-013,R047,activate_autopark,"Xe t? ??, b?t lên giùm v?i.","{""gear"":""R"",""speed"":150}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R047-014,R047,activate_autopark,"B?t auto park giùm, tôi ch?y ch?m l?m r?i.","{""gear"":""R"",""speed"":149}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R047-015,R047,activate_autopark,B?t t? ?? xe h? t? nhé.,"{""gear"":""R"",""speed"":100}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R047-016,R047,activate_autopark,Cho tui kích ho?t tính n?ng t? ?? xe.,"{""gear"":""R"",""speed"":81}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R047-017,R047,activate_autopark,Cho anh kích ho?t auto park cái.,"{""gear"":""N"",""speed"":80}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R047-018,R047,activate_autopark,B?t giùm ch? ?? t? ?? xe cái coi.,"{""gear"":""D"",""speed"":20}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R047-019,R047,activate_autopark,Kích ho?t ?? xe t? ??ng lên tê.,"{""gear"":""R"",""speed"":79}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R047-020,R047,activate_autopark,"Này, cho anh b?t autopark cái.","{""gear"":""R"",""speed"":41}",BLOCK_UNAVAILABLE,positive_branch,,FALSE,,
GOLD-R048-001,R048,activate_autopark,Cho ?? xe t? ??ng giùm tôi cái.,"{""autopark_state"":""ACTIVE"",""gear"":""R"",""speed"":81}",BLOCK_UNSAFE,hard_negative,shift_gear_park,FALSE,intent th?t = activate_autopark (rule R048),
GOLD-R048-002,R048,activate_autopark,B?t tính n?ng ?? xe t? ??ng lên v?i.,"{""autopark_state"":""ACTIVE"",""gear"":""N"",""speed"":80}",BLOCK_UNSAFE,hard_negative,shift_gear_park,FALSE,intent th?t = activate_autopark (rule R048),
GOLD-R048-003,R048,activate_autopark,?? xe t? ??ng giùm tôi phát nào.,"{""autopark_state"":""ACTIVE"",""gear"":""D"",""speed"":20}",BLOCK_UNSAFE,hard_negative,shift_gear_park,FALSE,intent th?t = activate_autopark (rule R048),
GOLD-R048-004,R048,activate_autopark,"Này, cho ?? xe t? ??ng giùm tôi cái.","{""autopark_state"":""ACTIVE"",""gear"":""R"",""speed"":79}",BLOCK_UNSAFE,hard_negative,shift_gear_park,FALSE,intent th?t = activate_autopark (rule R048),
GOLD-R048-005,R048,activate_autopark,Sao xe t? ?? ch?y nhanh v?y ta?,"{""autopark_state"":""ACTIVE"",""gear"":""R"",""speed"":41}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R048-006,R048,activate_autopark,"T?ng t?c lên chút ???c không, ?ang ?? xe t? ??ng mà ch?m quá.","{""autopark_state"":""ACTIVE"",""gear"":""R"",""speed"":40}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R048-007,R048,activate_autopark,"?, autopark ?ang b?t mà xe ch?y l? ghê.","{""autopark_state"":""ACTIVE"",""gear"":""R"",""speed"":39}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R048-008,R048,activate_autopark,"?ang t? ??ng ?? mà nghe máy h?i g?t, t?c ?? cao h??","{""autopark_state"":""ACTIVE"",""gear"":""R"",""speed"":21}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R048-009,R048,activate_autopark,Auto park ?ang ch?y mà tui th?y h?i l?.,"{""autopark_state"":""ACTIVE"",""gear"":""R"",""speed"":17}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R048-010,R048,activate_autopark,"??t này auto park mà xe c? ch?y nhanh, có sao không ha?","{""autopark_state"":""ACTIVE"",""gear"":""R"",""speed"":16}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R048-011,R048,activate_autopark,Cho tui h?i auto park ?ang ch?y sao nhanh v?y.,"{""autopark_state"":""ACTIVE"",""gear"":""R"",""speed"":15}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R048-012,R048,activate_autopark,Xe ?ang t? ?? mà sao th?y t?c ?? cao v?y ta?,"{""autopark_state"":""ACTIVE"",""gear"":""R"",""speed"":151}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R048-013,R048,activate_autopark,T? ??ng ?? xe mà sao ?i l? v?y anh?,"{""autopark_state"":""ACTIVE"",""gear"":""R"",""speed"":150}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R048-014,R048,activate_autopark,"Auto park ch?y l? quá, có c?n ch?nh l?i không anh?","{""autopark_state"":""ACTIVE"",""gear"":""R"",""speed"":149}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R048-015,R048,activate_autopark,?ang auto park mà t?c ?? này ?n không ta?,"{""autopark_state"":""ACTIVE"",""gear"":""R"",""speed"":100}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R048-016,R048,activate_autopark,"Cho tui h?i, auto park ch?y nhanh v?y bình th??ng không?","{""autopark_state"":""ACTIVE"",""gear"":""R"",""speed"":81}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R048-017,R048,activate_autopark,T? ?? xe mà ch?y v?y có ?n không tê?,"{""autopark_state"":""ACTIVE"",""gear"":""N"",""speed"":80}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R048-018,R048,activate_autopark,"Xe t? ?? ?ang ch?y nhanh quá, ki?m tra giùm v?i.","{""autopark_state"":""ACTIVE"",""gear"":""D"",""speed"":20}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R048-019,R048,activate_autopark,"Xe t? ?? ?ang ch?y nhanh, gi?m t?c giùm v?i.","{""autopark_state"":""ACTIVE"",""gear"":""R"",""speed"":79}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R048-020,R048,activate_autopark,"Cho tôi h?i, sao xe t? ?? ch?y nhanh v?y ta?","{""autopark_state"":""ACTIVE"",""gear"":""R"",""speed"":41}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R049-001,R049,fold_backseat,Cho g?p gh? sau xu?ng v?i.,"{""gear"":""P"",""speed"":0}",ALLOW,hard_negative,open_window,FALSE,intent th?t = fold_backseat (rule R049),
GOLD-R049-002,R049,fold_backseat,G?p hàng gh? sau l?i cho tôi nha.,"{""gear"":""P"",""speed"":0}",ALLOW,hard_negative,fold_mirrors,FALSE,intent th?t = fold_backseat (rule R049),
GOLD-R049-003,R049,fold_backseat,"Hàng gh? sau, g?p l?i h? tôi.","{""gear"":""P"",""speed"":0}",ALLOW,hard_negative,ad_driverseat_angle,FALSE,intent th?t = fold_backseat (rule R049),
GOLD-R049-004,R049,fold_backseat,G?p hàng gh? sau l?i cho tôi nhé.,"{""gear"":""P"",""speed"":0}",ALLOW,hard_negative,restore_driverseat_pos,FALSE,intent th?t = fold_backseat (rule R049),
GOLD-R049-005,R049,fold_backseat,G?p gh? sau lên tê.,"{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R049-006,R049,fold_backseat,"Tr??c khi ?i ch?, g?p gh? sau l?i cho tui v?i.","{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R049-007,R049,fold_backseat,G?p gh? sau lên giùm anh.,"{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R049-008,R049,fold_backseat,"G?p gh? sau giùm, chu?n b? ch?t ?? vô c?p.","{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R049-009,R049,fold_backseat,"Ê, g?p gh? sau cái coi.","{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R049-010,R049,fold_backseat,"G?p hàng gh? sau giùm t?, tính ch? cái t?.","{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R049-011,R049,fold_backseat,Cho tui g?p gh? sau nha.,"{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R049-012,R049,fold_backseat,Cho em g?p hàng gh? sau ???c không?,"{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R049-013,R049,fold_backseat,Cho anh g?p gh? sau cái.,"{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R049-014,R049,fold_backseat,"G?p giùm gh? sau, ?? ch? thêm ??.","{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R049-015,R049,fold_backseat,G?p hàng gh? sau l?i giùm tôi.,"{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R049-016,R049,fold_backseat,G?p giùm hàng gh? sau xu?ng v?i.,"{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R049-017,R049,fold_backseat,Cho tui g?p gh? sau xu?ng cái.,"{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R049-018,R049,fold_backseat,G?p hàng gh? sau h? t? nhé.,"{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R049-019,R049,fold_backseat,"Gh? sau, g?p l?i h? t? v?i.","{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R049-020,R049,fold_backseat,"Này, g?p gh? sau lên tê.","{""gear"":""P"",""speed"":0}",ALLOW,positive_branch,,FALSE,,
GOLD-R050-001,R050,fold_backseat,"Gh? hàng sau, cho g?p xu?ng m?t l??t v?i.","{""gear"":""R"",""speed"":9}",CONFIRM,hard_negative,fold_mirrors,FALSE,intent th?t = fold_backseat (rule R050),
GOLD-R050-002,R050,fold_backseat,"Này, gh? hàng sau, cho g?p xu?ng m?t l??t v?i.","{""gear"":""N"",""speed"":81}",CONFIRM,hard_negative,fold_mirrors,FALSE,intent th?t = fold_backseat (rule R050),
GOLD-R050-003,R050,fold_backseat,"Làm ?n gh? hàng sau, cho g?p xu?ng m?t l??t v?i.","{""gear"":""D"",""speed"":80}",CONFIRM,hard_negative,fold_mirrors,FALSE,intent th?t = fold_backseat (rule R050),
GOLD-R050-004,R050,fold_backseat,"Phi?n b?n gh? hàng sau, cho g?p xu?ng m?t l??t v?i.","{""gear"":""R"",""speed"":0}",CONFIRM,hard_negative,fold_mirrors,FALSE,intent th?t = fold_backseat (rule R050),
GOLD-R050-005,R050,fold_backseat,"Gh? sau, g?p giùm cái.","{""gear"":""R"",""speed"":4}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-006,R050,fold_backseat,"G?p gh? sau lên cho anh, ?ang ch? ?? c?ng k?nh.","{""gear"":""R"",""speed"":79}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-007,R050,fold_backseat,Cho tui g?p gh? sau xu?ng.,"{""gear"":""R"",""speed"":41}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-008,R050,fold_backseat,"G?p gh? sau giùm, chu?n b? ch? ?? n?i th?t.","{""gear"":""R"",""speed"":40}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-009,R050,fold_backseat,"Ê, g?p gh? sau coi th?.","{""gear"":""R"",""speed"":3}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-010,R050,fold_backseat,"Cho anh g?p gh? sau cái, ?? ch?t hàng.","{""gear"":""R"",""speed"":39}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-011,R050,fold_backseat,G?p hàng gh? sau giùm t?.,"{""gear"":""R"",""speed"":2}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-012,R050,fold_backseat,"S?n ti?n, g?p gh? sau l?i cho tui v?i.","{""gear"":""R"",""speed"":21}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-013,R050,fold_backseat,Cho tui g?p gh? sau v?i.,"{""gear"":""R"",""speed"":20}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-014,R050,fold_backseat,Cho em g?p hàng gh? sau ???c không ha?,"{""gear"":""R"",""speed"":1}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-015,R050,fold_backseat,G?p hàng gh? sau l?i cho tôi.,"{""gear"":""R"",""speed"":17}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-016,R050,fold_backseat,"G?p giùm gh? sau, ?? ch? thêm ?? nhé.","{""gear"":""R"",""speed"":16}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-017,R050,fold_backseat,G?p hàng gh? sau h? t? coi.,"{""gear"":""R"",""speed"":15}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-018,R050,fold_backseat,G?p giùm hàng gh? sau xu?ng v?i nhé.,"{""gear"":""R"",""speed"":151}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-019,R050,fold_backseat,"G?p gh? sau lên tê, ch? cái bàn.","{""gear"":""R"",""speed"":150}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-020,R050,fold_backseat,"Này, gh? sau, g?p giùm cái.","{""gear"":""R"",""speed"":14}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-021,R050,fold_backseat,"Làm ?n g?p gh? sau lên cho anh, ?ang ch? ?? c?ng k?nh.","{""gear"":""R"",""speed"":149}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-022,R050,fold_backseat,Phi?n b?n cho tui g?p gh? sau xu?ng.,"{""gear"":""R"",""speed"":11}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-023,R050,fold_backseat,"Nh? b?n g?p gh? sau giùm, chu?n b? ch? ?? n?i th?t.","{""gear"":""R"",""speed"":10}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-024,R050,fold_backseat,"?, ê, g?p gh? sau coi th?.","{""gear"":""R"",""speed"":100}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-025,R050,fold_backseat,"B?n cho anh g?p gh? sau cái, ?? ch?t hàng.","{""gear"":""N"",""speed"":0}",CONFIRM,positive_branch,,FALSE,,
GOLD-R050-026,R050,fold_backseat,"Cho mình nh?, g?p hàng gh? sau giùm t?.","{""gear"":""D"",""speed"":0}",CONFIRM,positive_branch,,FALSE,,
GOLD-R051-001,R051,open_sunroof,M? nóc xe lên giùm.,"{""gear"":""R"",""rain_sensor"":true,""speed"":81}",BLOCK_UNSAFE,hard_negative,ad_driverseat_pos,FALSE,intent th?t = open_sunroof (rule R051),
GOLD-R051-002,R051,open_sunroof,Cho m? c?a s? tr?i lên v?i.,"{""gear"":""N"",""rain_sensor"":false,""speed"":151}",BLOCK_UNSAFE,hard_negative,open_window,FALSE,intent th?t = open_sunroof (rule R051),
GOLD-R051-003,R051,open_sunroof,M? nóc xe lên cho tôi.,"{""gear"":""D"",""rain_sensor"":true,""speed"":150}",BLOCK_UNSAFE,hard_negative,restore_driverseat_pos,FALSE,intent th?t = open_sunroof (rule R051),
GOLD-R051-004,R051,open_sunroof,M? c?a s? tr?i lên cho tôi.,"{""gear"":""R"",""rain_sensor"":true,""speed"":149}",BLOCK_UNSAFE,hard_negative,ad_driverseat_angle,FALSE,intent th?t = open_sunroof (rule R051),
GOLD-R051-005,R051,open_sunroof,"Ê, m? nóc lên cái coi.","{""gear"":""R"",""rain_sensor"":true,""speed"":100}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R051-006,R051,open_sunroof,"Tr?i ??p ghê, v?i l?i m? c?a s? tr?i giùm anh cái.","{""gear"":""R"",""rain_sensor"":true,""speed"":81}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R051-007,R051,open_sunroof,M? nóc xe h? t? nhé.,"{""gear"":""N"",""rain_sensor"":false,""speed"":151}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R051-008,R051,open_sunroof,"M? c?a s? tr?i cho tôi, tôi ?ang ?i ch?m ch?m mà.","{""gear"":""D"",""rain_sensor"":true,""speed"":150}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R051-009,R051,open_sunroof,Cho tui m? nóc xe lên cái.,"{""gear"":""R"",""rain_sensor"":true,""speed"":149}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R051-010,R051,open_sunroof,"M? c?a s? tr?i giùm, tôi ?ang ?i ch?m rì à.","{""gear"":""R"",""rain_sensor"":true,""speed"":100}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R051-011,R051,open_sunroof,M? c?a s? tr?i ra chút giùm.,"{""gear"":""R"",""rain_sensor"":true,""speed"":81}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R051-012,R051,open_sunroof,"M? nóc xe lên tê, tui ?i t? t? thôi.","{""gear"":""N"",""rain_sensor"":false,""speed"":151}",BLOCK_UNSAFE,positive_branch,,FALSE,,
GOLD-R051-013,R051,open_sunroof,Hé c?a s? tr?i lên h? t?.,"{""gear"":""D"",""rain_sensor"":true,""speed"":150}",BLOCK_UNSAFE,positive_branch,,FALSE,,
